"Animat","Day","Location x:","Location y:","Teacher"
"35","7","13","18","true"
"36","7","5","18","true"
"37","7","7","18","true"
"38","7","6","19","true"
"39","7","9","18","true"
"40","7","11","20","true"
"41","7","8","17","true"
"42","7","11","18","true"
"43","7","9","16","true"
"44","7","8","19","true"
"45","7","11","20","true"
"46","7","8","17","true"
"47","7","8","19","true"
"48","7","11","18","true"
"49","7","8","17","true"
"50","7","9","14","true"
"51","7","5","18","true"
"52","7","11","18","true"
"53","7","11","16","true"
"54","7","9","16","true"
"55","7","13","20","true"
"56","7","10","17","true"
"57","7","11","16","true"
"58","7","9","16","true"
"59","7","11","16","true"
"60","7","10","13","true"
"61","7","11","18","true"
"62","7","12","17","true"
"63","7","11","16","true"
"64","7","10","19","true"
"65","7","14","19","true"
"66","7","10","17","true"
"67","7","11","18","true"
"68","7","15","18","true"
"69","7","10","19","true"
"70","7","10","15","true"
"71","7","9","18","true"
"72","7","9","18","true"
"73","7","9","16","true"
"74","7","9","16","true"
"75","7","11","16","true"
"76","7","8","17","true"
"77","7","6","17","true"
"78","7","8","19","true"
"79","7","14","19","true"
"80","7","14","17","true"
"81","7","12","19","true"
"82","7","15","20","true"
"83","7","10","15","true"
"84","7","10","19","true"
"85","7","8","19","true"
"86","7","8","19","true"
"87","7","10","19","true"
"88","7","10","19","true"
"89","7","8","17","true"
"90","7","10","19","true"
"91","7","11","18","true"
"92","7","12","19","true"
"93","7","11","16","true"
"94","7","9","18","true"
"95","7","11","18","true"
"96","7","10","17","true"
"97","7","7","16","true"
"98","7","7","18","true"
"99","7","12","15","true"
"100","7","10","17","true"
"0","8","11","17","true"
"1","8","7","17","true"
"2","8","11","17","true"
"3","8","12","18","true"
"4","8","8","18","true"
"5","8","12","16","true"
"6","8","12","18","true"
"7","8","9","17","true"
"8","8","9","15","true"
"9","8","9","17","true"
"10","8","12","16","true"
"11","8","10","18","true"
"12","8","9","19","true"
"13","8","8","18","true"
"14","8","10","18","true"
"15","8","10","16","true"
"16","8","9","17","true"
"17","8","7","19","true"
"18","8","10","18","true"
"19","8","12","16","true"
"20","8","12","18","true"
"21","8","11","17","true"
"22","8","12","18","true"
"23","8","13","19","true"
"24","8","8","18","true"
"25","8","12","18","true"
"26","8","12","16","true"
"27","8","7","17","true"
"28","8","9","17","true"
"29","8","10","18","true"
"30","8","11","17","true"
"31","8","10","16","true"
"32","8","12","16","true"
"33","8","13","19","true"
"34","8","10","18","true"
"35","8","14","18","true"
"36","8","5","17","true"
"37","8","6","18","true"
"38","8","5","19","true"
"39","8","10","18","true"
"40","8","12","20","true"
"41","8","9","17","true"
"42","8","12","18","true"
"43","8","10","16","true"
"44","8","9","19","true"
"45","8","10","20","true"
"46","8","8","16","true"
"47","8","8","18","true"
"48","8","12","18","true"
"49","8","9","17","true"
"50","8","8","14","true"
"51","8","5","17","true"
"52","8","12","18","true"
"53","8","11","15","true"
"54","8","8","16","true"
"55","8","14","20","true"
"56","8","10","16","true"
"57","8","11","15","true"
"58","8","9","15","true"
"59","8","12","16","true"
"60","8","11","13","true"
"61","8","12","18","true"
"62","8","13","17","true"
"63","8","10","16","true"
"64","8","9","19","true"
"65","8","15","19","true"
"66","8","9","17","true"
"67","8","12","18","true"
"68","8","14","18","true"
"69","8","11","19","true"
"70","8","9","15","true"
"71","8","8","18","true"
"72","8","9","17","true"
"73","8","8","16","true"
"74","8","10","16","true"
"75","8","11","15","true"
"76","8","7","17","true"
"77","8","5","17","true"
"78","8","8","18","true"
"79","8","15","19","true"
"80","8","13","17","true"
"81","8","12","18","true"
"82","8","15","19","true"
"83","8","10","14","true"
"84","8","10","18","true"
"85","8","8","18","true"
"86","8","9","19","true"
"87","8","9","19","true"
"88","8","11","19","true"
"89","8","9","17","true"
"90","8","11","19","true"
"91","8","12","18","true"
"92","8","11","19","true"
"93","8","10","16","true"
"94","8","9","17","true"
"95","8","12","18","true"
"96","8","9","17","true"
"97","8","7","15","true"
"98","8","8","18","true"
"99","8","11","15","true"
"100","8","10","16","true"
"0","9","12","17","true"
"1","9","8","17","true"
"2","9","12","17","true"
"3","9","11","18","true"
"4","9","8","17","true"
"5","9","11","16","true"
"6","9","12","17","true"
"7","9","8","17","true"
"8","9","9","14","true"
"9","9","8","17","true"
"10","9","13","16","true"
"11","9","9","18","true"
"12","9","9","18","true"
"13","9","7","18","true"
"14","9","9","18","true"
"15","9","9","16","true"
"16","9","10","17","true"
"17","9","7","18","true"
"18","9","11","18","true"
"19","9","12","15","true"
"20","9","13","18","true"
"21","9","10","17","true"
"22","9","11","18","true"
"23","9","13","18","true"
"24","9","7","18","true"
"25","9","12","17","true"
"26","9","13","16","true"
"27","9","6","17","true"
"28","9","8","17","true"
"29","9","10","17","true"
"30","9","12","17","true"
"31","9","10","15","true"
"32","9","12","15","true"
"33","9","13","18","true"
"34","9","9","18","true"
"35","9","14","17","true"
"36","9","6","17","true"
"37","9","7","18","true"
"38","9","5","18","true"
"39","9","10","17","true"
"40","9","13","20","true"
"41","9","10","17","true"
"42","9","12","17","true"
"43","9","11","16","true"
"44","9","9","18","true"
"45","9","11","20","true"
"46","9","8","15","true"
"47","9","7","18","true"
"48","9","11","18","true"
"49","9","9","16","true"
"50","9","8","13","true"
"51","9","4","17","true"
"52","9","12","17","true"
"53","9","12","15","true"
"54","9","8","15","true"
"55","9","14","19","true"
"56","9","10","15","true"
"57","9","12","15","true"
"58","9","10","15","true"
"59","9","13","16","true"
"60","9","11","12","true"
"61","9","13","18","true"
"62","9","12","17","true"
"63","9","9","16","true"
"64","9","10","19","true"
"65","9","15","18","true"
"66","9","9","16","true"
"67","9","11","18","true"
"68","9","13","18","true"
"69","9","11","18","true"
"70","9","10","15","true"
"71","9","8","17","true"
"72","9","9","16","true"
"73","9","7","16","true"
"74","9","9","16","true"
"75","9","10","15","true"
"76","9","8","17","true"
"77","9","4","17","true"
"78","9","9","18","true"
"79","9","16","19","true"
"80","9","13","16","true"
"81","9","11","18","true"
"82","9","16","19","true"
"83","9","11","14","true"
"84","9","9","18","true"
"85","9","7","18","true"
"86","9","10","19","true"
"87","9","9","18","true"
"88","9","10","19","true"
"89","9","9","16","true"
"90","9","12","19","true"
"91","9","13","18","true"
"92","9","12","19","true"
"93","9","11","16","true"
"94","9","10","17","true"
"95","9","11","18","true"
"96","9","10","17","true"
"97","9","6","15","true"
"98","9","9","18","true"
"99","9","12","15","true"
"100","9","10","15","true"
"0","10","11","17","true"
"1","10","7","17","true"
"2","10","12","16","true"
"3","10","11","17","true"
"4","10","8","16","true"
"5","10","10","16","true"
"6","10","12","16","true"
"7","10","7","17","true"
"8","10","8","14","true"
"9","10","8","16","true"
"10","10","13","15","true"
"11","10","10","18","true"
"12","10","8","18","true"
"13","10","6","18","true"
"14","10","10","18","true"
"15","10","10","16","true"
"16","10","9","17","true"
"17","10","8","18","true"
"18","10","11","17","true"
"19","10","11","15","true"
"20","10","13","17","true"
"21","10","11","17","true"
"22","10","11","17","true"
"23","10","14","18","true"
"24","10","8","18","true"
"25","10","11","17","true"
"26","10","13","15","true"
"27","10","6","16","true"
"28","10","9","17","true"
"29","10","11","17","true"
"30","10","12","16","true"
"31","10","11","15","true"
"32","10","13","15","true"
"33","10","14","18","true"
"34","10","9","17","true"
"35","10","15","17","true"
"36","10","5","17","true"
"37","10","7","17","true"
"38","10","4","18","true"
"39","10","10","16","true"
"40","10","13","19","true"
"41","10","10","16","true"
"42","10","13","17","true"
"43","10","12","16","true"
"44","10","8","18","true"
"45","10","11","19","true"
"46","10","8","14","true"
"47","10","7","17","true"
"48","10","10","18","true"
"49","10","10","16","true"
"50","10","7","13","true"
"51","10","4","16","true"
"52","10","12","16","true"
"53","10","11","15","true"
"54","10","9","15","true"
"55","10","13","19","true"
"56","10","10","14","true"
"57","10","12","14","true"
"58","10","11","15","true"
"59","10","12","16","true"
"60","10","12","12","true"
"61","10","12","18","true"
"62","10","11","17","true"
"63","10","9","15","true"
"64","10","9","19","true"
"65","10","15","17","true"
"66","10","9","15","true"
"67","10","10","18","true"
"68","10","14","18","true"
"69","10","11","17","true"
"70","10","10","14","true"
"71","10","7","17","true"
"72","10","8","16","true"
"73","10","6","16","true"
"74","10","8","16","true"
"75","10","10","14","true"
"76","10","7","17","true"
"77","10","4","16","true"
"78","10","9","17","true"
"79","10","15","19","true"
"80","10","12","16","true"
"81","10","12","18","true"
"82","10","16","18","true"
"83","10","12","14","true"
"84","10","9","17","true"
"85","10","7","17","true"
"86","10","11","19","true"
"87","10","8","18","true"
"88","10","9","19","true"
"89","10","9","15","true"
"90","10","13","19","true"
"91","10","12","18","true"
"92","10","12","18","true"
"93","10","10","16","true"
"94","10","9","17","true"
"95","10","11","17","true"
"96","10","10","16","true"
"97","10","6","14","true"
"98","10","9","17","true"
"99","10","12","14","true"
"100","10","10","14","true"
"0","11","10","17","true"
"1","11","8","17","true"
"2","11","12","15","true"
"3","11","10","17","true"
"4","11","8","15","true"
"5","11","9","16","true"
"6","11","11","16","true"
"7","11","7","16","true"
"8","11","9","14","true"
"9","11","7","16","true"
"10","11","14","15","true"
"11","11","9","18","true"
"12","11","8","17","true"
"13","11","7","18","true"
"14","11","9","18","true"
"15","11","9","16","true"
"16","11","8","17","true"
"17","11","8","17","true"
"18","11","12","17","true"
"19","11","11","14","true"
"20","11","13","16","true"
"21","11","12","17","true"
"22","11","11","16","true"
"23","11","15","18","true"
"24","11","9","18","true"
"25","11","12","17","true"
"26","11","14","15","true"
"27","11","7","16","true"
"28","11","10","17","true"
"29","11","12","17","true"
"30","11","12","15","true"
"31","11","10","15","true"
"32","11","14","15","true"
"33","11","14","17","true"
"34","11","8","17","true"
"35","11","14","17","true"
"36","11","5","16","true"
"37","11","6","17","true"
"38","11","3","18","true"
"39","11","9","16","true"
"40","11","13","18","true"
"41","11","10","15","true"
"42","11","14","17","true"
"43","11","11","16","true"
"44","11","9","18","true"
"45","11","10","19","true"
"46","11","9","14","true"
"47","11","8","17","true"
"48","11","9","18","true"
"49","11","9","16","true"
"50","11","8","13","true"
"51","11","4","15","true"
"52","11","12","15","true"
"53","11","10","15","true"
"54","11","8","15","true"
"55","11","14","19","true"
"56","11","11","14","true"
"57","11","13","14","true"
"58","11","11","14","true"
"59","11","12","15","true"
"60","11","12","11","true"
"61","11","12","17","true"
"62","11","10","17","true"
"63","11","9","14","true"
"64","11","9","18","true"
"65","11","15","16","true"
"66","11","8","15","true"
"67","11","11","18","true"
"68","11","15","18","true"
"69","11","10","17","true"
"70","11","11","14","true"
"71","11","6","17","true"
"72","11","8","15","true"
"73","11","6","15","true"
"74","11","8","15","true"
"75","11","11","14","true"
"76","11","7","16","true"
"77","11","5","16","true"
"78","11","8","17","true"
"79","11","16","19","true"
"80","11","12","15","true"
"81","11","11","18","true"
"82","11","15","18","true"
"83","11","12","13","true"
"84","11","10","17","true"
"85","11","7","16","true"
"86","11","11","18","true"
"87","11","7","18","true"
"88","11","9","18","true"
"89","11","9","14","true"
"90","11","12","19","true"
"91","11","11","18","true"
"92","11","13","18","true"
"93","11","11","16","true"
"94","11","9","16","true"
"95","11","10","17","true"
"96","11","10","15","true"
"97","11","5","14","true"
"98","11","9","16","true"
"99","11","11","14","true"
"100","11","10","13","true"
"0","12","10","16","true"
"1","12","7","17","true"
"2","12","12","14","true"
"3","12","11","17","true"
"4","12","8","14","true"
"5","12","10","16","true"
"6","12","12","16","true"
"7","12","7","15","true"
"8","12","8","14","true"
"9","12","7","15","true"
"10","12","15","15","true"
"11","12","10","18","true"
"12","12","9","17","true"
"13","12","7","17","true"
"14","12","10","18","true"
"15","12","10","16","true"
"16","12","8","16","true"
"17","12","9","17","true"
"18","12","11","17","true"
"19","12","12","14","true"
"20","12","12","16","true"
"21","12","13","17","true"
"22","12","10","16","true"
"23","12","16","18","true"
"24","12","8","18","true"
"25","12","13","17","true"
"26","12","13","15","true"
"27","12","8","16","true"
"28","12","10","16","true"
"29","12","11","17","true"
"30","12","13","15","true"
"31","12","9","15","true"
"32","12","14","14","true"
"33","12","14","16","true"
"34","12","8","16","true"
"35","12","13","17","true"
"36","12","4","16","true"
"37","12","6","16","true"
"38","12","2","18","true"
"39","12","8","16","true"
"40","12","13","17","true"
"41","12","9","15","true"
"42","12","13","17","true"
"43","12","11","15","true"
"44","12","10","18","true"
"45","12","11","19","true"
"46","12","10","14","true"
"47","12","8","16","true"
"48","12","9","17","true"
"49","12","10","16","true"
"50","12","7","13","true"
