"Animat","Day","Location x:","Location y:","Teacher"
"35","7","12","17","true"
"36","7","10","15","true"
"37","7","11","18","true"
"38","7","9","18","true"
"39","7","12","17","true"
"40","7","10","17","true"
"41","7","12","19","true"
"42","7","6","19","true"
"43","7","13","16","true"
"44","7","11","14","true"
"45","7","12","19","true"
"46","7","10","17","true"
"47","7","14","19","true"
"48","7","9","18","true"
"49","7","11","18","true"
"50","7","10","19","true"
"51","7","12","19","true"
"52","7","10","15","true"
"53","7","13","16","true"
"54","7","8","19","true"
"55","7","7","18","true"
"56","7","10","19","true"
"57","7","11","18","true"
"58","7","11","16","true"
"59","7","8","19","true"
"60","7","9","16","true"
"61","7","12","17","true"
"62","7","12","15","true"
"63","7","9","18","true"
"64","7","12","19","true"
"65","7","7","20","true"
"66","7","14","17","true"
"67","7","13","18","true"
"68","7","8","17","true"
"69","7","12","19","true"
"70","7","10","17","true"
"71","7","9","16","true"
"72","7","10","19","true"
"73","7","12","19","true"
"74","7","7","18","true"
"75","7","9","18","true"
"76","7","9","18","true"
"77","7","10","17","true"
"78","7","11","18","true"
"79","7","11","20","true"
"80","7","7","18","true"
"81","7","11","18","true"
"82","7","10","17","true"
"83","7","8","19","true"
"84","7","7","18","true"
"85","7","14","19","true"
"86","7","7","20","true"
"87","7","10","19","true"
"88","7","11","18","true"
"89","7","11","18","true"
"90","7","9","20","true"
"91","7","12","19","true"
"92","7","11","18","true"
"93","7","10","19","true"
"94","7","9","18","true"
"95","7","7","18","true"
"96","7","8","15","true"
"97","7","10","19","true"
"98","7","9","18","true"
"99","7","11","18","true"
"100","7","11","18","true"
"0","8","13","17","true"
"1","8","10","18","true"
"2","8","12","18","true"
"3","8","13","17","true"
"4","8","13","15","true"
"5","8","9","17","true"
"6","8","10","16","true"
"7","8","9","19","true"
"8","8","9","15","true"
"9","8","11","17","true"
"10","8","9","15","true"
"11","8","12","16","true"
"12","8","8","18","true"
"13","8","11","19","true"
"14","8","9","19","true"
"15","8","11","15","true"
"16","8","11","15","true"
"17","8","11","17","true"
"18","8","10","18","true"
"19","8","12","14","true"
"20","8","8","16","true"
"21","8","9","19","true"
"22","8","6","18","true"
"23","8","14","18","true"
"24","8","4","18","true"
"25","8","8","18","true"
"26","8","9","17","true"
"27","8","8","14","true"
"28","8","9","19","true"
"29","8","10","18","true"
"30","8","10","18","true"
"31","8","15","17","true"
"32","8","10","16","true"
"33","8","8","18","true"
"34","8","9","17","true"
"35","8","11","17","true"
"36","8","9","15","true"
"37","8","12","18","true"
"38","8","9","17","true"
"39","8","11","17","true"
"40","8","10","16","true"
"41","8","11","19","true"
"42","8","7","19","true"
"43","8","13","15","true"
"44","8","10","14","true"
"45","8","11","19","true"
"46","8","9","17","true"
"47","8","13","19","true"
"48","8","8","18","true"
"49","8","10","18","true"
"50","8","10","18","true"
"51","8","11","19","true"
"52","8","9","15","true"
"53","8","13","15","true"
"54","8","8","18","true"
"55","8","6","18","true"
"56","8","11","19","true"
"57","8","10","18","true"
"58","8","10","16","true"
"59","8","9","19","true"
"60","8","10","16","true"
"61","8","11","17","true"
"62","8","12","14","true"
"63","8","8","18","true"
"64","8","11","19","true"
"65","8","8","20","true"
"66","8","14","16","true"
"67","8","12","18","true"
"68","8","8","16","true"
"69","8","12","18","true"
"70","8","10","16","true"
"71","8","10","16","true"
"72","8","10","18","true"
"73","8","11","19","true"
"74","8","7","17","true"
"75","8","8","18","true"
"76","8","8","18","true"
"77","8","9","17","true"
"78","8","11","17","true"
"79","8","12","20","true"
"80","8","7","17","true"
"81","8","12","18","true"
"82","8","11","17","true"
"83","8","8","18","true"
"84","8","6","18","true"
"85","8","14","18","true"
"86","8","8","20","true"
"87","8","9","19","true"
"88","8","10","18","true"
"89","8","10","18","true"
"90","8","8","20","true"
"91","8","13","19","true"
"92","8","12","18","true"
"93","8","10","18","true"
"94","8","10","18","true"
"95","8","6","18","true"
"96","8","8","14","true"
"97","8","10","18","true"
"98","8","10","18","true"
"99","8","12","18","true"
"100","8","10","18","true"
"0","9","12","17","true"
"1","9","9","18","true"
"2","9","12","17","true"
"3","9","12","17","true"
"4","9","12","15","true"
"5","9","9","16","true"
"6","9","11","16","true"
"7","9","8","19","true"
"8","9","10","15","true"
"9","9","12","17","true"
"10","9","8","15","true"
"11","9","12","15","true"
"12","9","9","18","true"
"13","9","12","19","true"
"14","9","10","19","true"
"15","9","10","15","true"
"16","9","12","15","true"
"17","9","11","16","true"
"18","9","11","18","true"
"19","9","13","14","true"
"20","9","8","15","true"
"21","9","8","19","true"
"22","9","7","18","true"
"23","9","14","17","true"
"24","9","3","18","true"
"25","9","9","18","true"
"26","9","10","17","true"
"27","9","8","13","true"
"28","9","10","19","true"
"29","9","11","18","true"
"30","9","11","18","true"
"31","9","15","16","true"
"32","9","9","16","true"
"33","9","9","18","true"
"34","9","10","17","true"
"35","9","12","17","true"
"36","9","9","14","true"
"37","9","12","17","true"
"38","9","9","16","true"
"39","9","10","17","true"
"40","9","10","15","true"
"41","9","10","19","true"
"42","9","8","19","true"
"43","9","14","15","true"
"44","9","11","14","true"
"45","9","10","19","true"
"46","9","10","17","true"
"47","9","14","19","true"
"48","9","7","18","true"
"49","9","10","17","true"
"50","9","9","18","true"
"51","9","11","18","true"
"52","9","10","15","true"
"53","9","13","14","true"
"54","9","8","17","true"
"55","9","5","18","true"
"56","9","12","19","true"
"57","9","10","17","true"
"58","9","9","16","true"
"59","9","10","19","true"
"60","9","10","15","true"
"61","9","10","17","true"
"62","9","12","13","true"
"63","9","7","18","true"
"64","9","12","19","true"
"65","9","9","20","true"
"66","9","15","16","true"
"67","9","13","18","true"
"68","9","7","16","true"
"69","9","12","17","true"
"70","9","11","16","true"
"71","9","11","16","true"
"72","9","9","18","true"
"73","9","12","19","true"
"74","9","6","17","true"
"75","9","8","17","true"
"76","9","8","17","true"
"77","9","8","17","true"
"78","9","11","16","true"
"79","9","13","20","true"
"80","9","6","17","true"
"81","9","12","17","true"
"82","9","11","16","true"
"83","9","9","18","true"
"84","9","7","18","true"
"85","9","14","17","true"
"86","9","7","20","true"
"87","9","8","19","true"
"88","9","10","17","true"
"89","9","10","17","true"
"90","9","9","20","true"
"91","9","14","19","true"
"92","9","12","17","true"
"93","9","11","18","true"
"94","9","10","17","true"
"95","9","5","18","true"
"96","9","8","13","true"
"97","9","11","18","true"
"98","9","10","17","true"
"99","9","13","18","true"
"100","9","11","18","true"
"0","10","11","17","true"
"1","10","8","18","true"
"2","10","12","16","true"
"3","10","11","17","true"
"4","10","12","14","true"
"5","10","9","15","true"
"6","10","12","16","true"
"7","10","9","19","true"
"8","10","10","14","true"
"9","10","12","16","true"
"10","10","8","14","true"
"11","10","11","15","true"
"12","10","8","18","true"
"13","10","13","19","true"
"14","10","11","19","true"
"15","10","10","14","true"
"16","10","11","15","true"
"17","10","10","16","true"
"18","10","11","17","true"
"19","10","13","13","true"
"20","10","7","15","true"
"21","10","8","18","true"
"22","10","7","17","true"
"23","10","13","17","true"
"24","10","3","17","true"
"25","10","10","18","true"
"26","10","11","17","true"
"27","10","7","13","true"
"28","10","9","19","true"
"29","10","11","17","true"
"30","10","12","18","true"
"31","10","16","16","true"
"32","10","8","16","true"
"33","10","9","17","true"
"34","10","9","17","true"
"35","10","12","16","true"
"36","10","9","13","true"
"37","10","13","17","true"
"38","10","8","16","true"
"39","10","9","17","true"
"40","10","9","15","true"
"41","10","11","19","true"
"42","10","8","18","true"
"43","10","13","15","true"
"44","10","10","14","true"
"45","10","11","19","true"
"46","10","9","17","true"
"47","10","15","19","true"
"48","10","6","18","true"
"49","10","9","17","true"
"50","10","9","17","true"
"51","10","10","18","true"
"52","10","11","15","true"
"53","10","13","13","true"
"54","10","9","17","true"
"55","10","4","18","true"
"56","10","11","19","true"
"57","10","9","17","true"
"58","10","9","15","true"
"59","10","11","19","true"
"60","10","10","14","true"
"61","10","9","17","true"
"62","10","12","12","true"
"63","10","6","18","true"
"64","10","13","19","true"
"65","10","8","20","true"
"66","10","15","15","true"
"67","10","13","17","true"
"68","10","8","16","true"
"69","10","13","17","true"
"70","10","10","16","true"
"71","10","10","16","true"
"72","10","8","18","true"
"73","10","11","19","true"
"74","10","7","17","true"
"75","10","8","16","true"
"76","10","7","17","true"
"77","10","8","16","true"
"78","10","10","16","true"
"79","10","13","19","true"
"80","10","7","17","true"
"81","10","13","17","true"
"82","10","11","15","true"
"83","10","10","18","true"
"84","10","7","17","true"
"85","10","15","17","true"
"86","10","7","19","true"
"87","10","7","19","true"
"88","10","9","17","true"
"89","10","11","17","true"
"90","10","8","20","true"
"91","10","14","18","true"
"92","10","12","16","true"
"93","10","10","18","true"
"94","10","10","16","true"
"95","10","5","17","true"
"96","10","8","12","true"
"97","10","11","17","true"
"98","10","9","17","true"
"99","10","13","17","true"
"100","10","11","17","true"
"0","11","10","17","true"
"1","11","9","18","true"
"2","11","11","16","true"
"3","11","10","17","true"
"4","11","11","14","true"
"5","11","9","14","true"
"6","11","11","16","true"
"7","11","8","19","true"
"8","11","11","14","true"
"9","11","13","16","true"
"10","11","8","13","true"
"11","11","12","15","true"
"12","11","8","17","true"
"13","11","12","19","true"
"14","11","10","19","true"
"15","11","9","14","true"
"16","11","10","15","true"
"17","11","9","16","true"
"18","11","11","16","true"
"19","11","12","13","true"
"20","11","8","15","true"
"21","11","8","17","true"
"22","11","6","17","true"
"23","11","13","16","true"
"24","11","2","17","true"
"25","11","9","18","true"
"26","11","10","17","true"
"27","11","6","13","true"
"28","11","9","18","true"
"29","11","12","17","true"
"30","11","13","18","true"
"31","11","15","16","true"
"32","11","8","15","true"
"33","11","10","17","true"
"34","11","8","17","true"
"35","11","13","16","true"
"36","11","9","12","true"
"37","11","13","16","true"
"38","11","7","16","true"
"39","11","8","17","true"
"40","11","9","14","true"
"41","11","10","19","true"
"42","11","9","18","true"
"43","11","14","15","true"
"44","11","9","14","true"
"45","11","11","18","true"
"46","11","10","17","true"
"47","11","14","19","true"
"48","11","6","17","true"
"49","11","9","16","true"
"50","11","10","17","true"
"51","11","9","18","true"
"52","11","10","15","true"
"53","11","12","13","true"
"54","11","9","16","true"
"55","11","3","18","true"
"56","11","10","19","true"
"57","11","10","17","true"
"58","11","8","15","true"
"59","11","11","18","true"
"60","11","9","14","true"
"61","11","9","16","true"
"62","11","13","12","true"
"63","11","5","18","true"
"64","11","12","19","true"
"65","11","7","20","true"
"66","11","15","14","true"
"67","11","12","17","true"
"68","11","8","15","true"
"69","11","12","17","true"
"70","11","11","16","true"
"71","11","10","15","true"
"72","11","8","17","true"
"73","11","11","18","true"
"74","11","8","17","true"
"75","11","9","16","true"
"76","11","7","16","true"
"77","11","8","15","true"
"78","11","10","15","true"
"79","11","12","19","true"
"80","11","6","17","true"
"81","11","13","16","true"
"82","11","10","15","true"
"83","11","10","17","true"
"84","11","7","16","true"
"85","11","15","16","true"
"86","11","6","19","true"
"87","11","8","19","true"
"88","11","10","17","true"
"89","11","10","17","true"
"90","11","8","19","true"
"91","11","14","17","true"
"92","11","13","16","true"
"93","11","10","17","true"
"94","11","9","16","true"
"95","11","6","17","true"
"96","11","7","12","true"
"97","11","12","17","true"
"98","11","10","17","true"
"99","11","14","17","true"
"100","11","12","17","true"
"0","12","11","17","true"
"1","12","8","18","true"
"2","12","10","16","true"
"3","12","10","16","true"
"4","12","11","13","true"
"5","12","8","14","true"
"6","12","12","16","true"
"7","12","8","18","true"
"8","12","11","13","true"
"9","12","12","16","true"
"10","12","7","13","true"
"11","12","13","15","true"
"12","12","8","16","true"
"13","12","11","19","true"
"14","12","11","19","true"
"15","12","8","14","true"
"16","12","11","15","true"
"17","12","10","16","true"
"18","12","11","15","true"
"19","12","13","13","true"
"20","12","9","15","true"
"21","12","7","17","true"
"22","12","5","17","true"
"23","12","12","16","true"
"24","12","3","17","true"
"25","12","10","18","true"
"26","12","9","17","true"
"27","12","5","13","true"
"28","12","8","18","true"
"29","12","12","16","true"
"30","12","12","18","true"
"31","12","16","16","true"
"32","12","7","15","true"
"33","12","10","16","true"
"34","12","8","16","true"
"35","12","12","16","true"
"36","12","8","12","true"
"37","12","14","16","true"
"38","12","7","15","true"
"39","12","7","17","true"
"40","12","10","14","true"
"41","12","10","18","true"
"42","12","10","18","true"
"43","12","14","14","true"
"44","12","9","13","true"
"45","12","10","18","true"
"46","12","11","17","true"
"47","12","15","19","true"
"48","12","5","17","true"
"49","12","9","15","true"
"50","12","11","17","true"
